"productId","category","description","discount","images","imageUrl","name","price","section","specifications"
"PROD-1779572549397-42","Interior Lighting","""Premium T10 LED Interior Light - White 6000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0303.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0304.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0309.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0303.jpeg","T10 LED Interior Light - White 6000K","800","carousel","""Power: 5W | Lumens: 600LM | Lifespan: 50,000 Hours | Color: White 6000K"""
"HL-PROJ-DLASER-001","Headlight Projectors","""Cutting-edge projector technology combining high-lumen Bi-LEDs with two focused laser diode arrays. The lasers are activated only on high beam, supercharging the central hotspot to penetrate extreme distances. The system uses a specialized phosphor converter lens to create a safe, bright white light from the blue laser light, preventing harmful radiation. Includes an intelligent thermal management system with dual cooling fans and heat sinks.""","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/Dual+laser+bi-led+projector+2.jpg","3.0-Inch Dual Laser Bi-LED Projector","4000000","carousel","""Projector Size: 3.0 Inch | LED Power: 50W | Laser Booster: 2x 2W Blue Laser Diodes | Total High Beam Output: >8000 Lumens | Beam Distance: 160-200m (Low) / 450-550m (High) | Hotspot Intensity: >220,000 Candela | Safety: IEC 60825-1 Laser Safety Class 1 Compliant | Cooling: Dual-Ball Bearing Fans + Aluminum Fins | Input: CANBUS Ready, 9-32V DC"""
"FL-PROJ-2INCH-001","Fog Lights & Auxiliary Lighting","""Compact fog light projector with sharp cutoff to minimize glare and backscatter in fog, rain, or snow. Die-cast aluminum housing.""","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/2+inch+fog+light+projector.jpg","2-Inch Fog Light Projector","850000","accessory","Beam Pattern: Wide Flood | Housing: Die-Cast Aluminum | Lens: Tempered Glass | Power: 18W | Light Output: 1200 Lumens | Color: 3000K Yellow or 6000K White | IP67"
"PROD-1779572655193-67","Accessories","""Premium LED Decoder Kit - 50W Resistor. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0481.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0482.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0481.jpeg","LED Decoder Kit - 50W Resistor","1000","carousel","Purpose: Error Code Elimination | Heat Resistant | Color: 50W Resistor"
"INT-AMB-MM-001","Interior Lighting","""Complete interior transformation kit with 16 addressable RGB LED strips for dashboard, door panels, center console, and footwell illumination.""","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/ambient+light+muti+mode.jpg","Multi-Zone Interior Ambient Lighting Kit","1800000","new-arrival","""LED Strips: 4 x 50cm, 8 x 30cm, 4 x 15cm | Control: 3.5"""" Touchscreen Controller + OBD-II Module | Modes: 64 Static Colors, 12 Dynamic Patterns, Music Visualizer"""
"PROD-1779572557102-44","Interior Lighting","""Premium T10 LED Interior Light - Red. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0315.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0316.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0315.jpeg","T10 LED Interior Light - Red","900","accessory","""Power: 5W | Lumens: 600LM | Lifespan: 50,000 Hours | Color: Red"""
"PROD-1779572577013-49","Interior Lighting","""Premium RGB LED Strip Kit - 2M. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0345.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0346.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0345.jpeg","RGB LED Strip Kit - 2M","1800","accessory","LEDs: 300 SMD 5050 | Control: Remote + App | Waterproof: IP65 | Color: 2M"
"ACC-LED-SCREEN-001","Accessories & Displays","""A bendable, waterproof LED panel that displays custom text, scrolling messages, or simple graphics via smartphone app over Bluetooth.""","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/Led+flexibile+screen.jpg","Flexible LED Message Display Panel","550000","new-arrival","""Display Area: 300mm x 40mm | Resolution: 32 x 8 Red LEDs | Brightness: >3000 nits | Control: Bluetooth 5.0 | Power: 12V DC | Enclosure: Silicone Sleeve, IP65"""
"PROD-1779571964544-13","Interior Lighting","High-quality automotive LED lighting solution. LED Dome Light - Cool White designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0033.jpeg","LED Dome Light - Cool White","1000","new-arrival","""Type: Festoon 31mm | Power: 6W | Lumens: 800LM | Color: 6000K | Lifespan: 50,000 Hours"""
"PROD-1779572409577-12","Headlights","""Premium HB4 LED Headlight Bulb - 6500K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0085.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0086.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0085.jpeg","HB4 LED Headlight Bulb - 6500K","4300","carousel","""Power: 40W | Lumens: 8000LM | Lifespan: 50,000 Hours | Color: 6500K"""
"PROD-1779571910233-19","Angel Eyes & Halo Rings","High-quality automotive LED lighting solution. Angel Eye Halo Rings - 80mm designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0053.jpeg","Angel Eye Halo Rings - 80mm","1800","new-arrival","Diameter: 80mm | LEDs: SMD 2835 | Color: 6000K White | Power: 3W | Quantity: 2 Rings"
"PROD-1779572391734-7","Headlights","""Premium H4 LED Headlight Bulb - Hi/Lo 6500K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0051.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0052.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0053.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0051.jpeg","H4 LED Headlight Bulb - Hi/Lo 6500K","5800","carousel","Power: 60W | Lumens: 12000LM | Beam: Hi/Lo Dual | Color: Hi/Lo 6500K"
"PROD-1779571941058-1","Headlights","High-quality automotive LED lighting solution. H7 LED Headlight Bulb - 6500K designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0003.jpeg","H7 LED Headlight Bulb - 6500K","4200","new-arrival","""Bulb Type: H7 | Power: 45W | Lumens: 9000LM | Color: 6500K Bright White | Lifespan: 50,000 Hours"""
"PROD-1779572501215-33","Taillights","""Premium 921 LED Reverse Light - 6000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0223.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0244.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0223.jpeg","921 LED Reverse Light - 6000K","1200","deal","""Power: 12W | Lumens: 1500LM | Lifespan: 50,000 Hours | Color: 6000K"""
"PROD-1779571962773-12","Interior Lighting","High-quality automotive LED lighting solution. RGB LED Strip - 5M Interior Kit designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0032.jpeg","RGB LED Strip - 5M Interior Kit","2500","deal","Length: 5 Meters | LEDs: 300 SMD 5050 | Control: Remote + App | Colors: 16 Million | Waterproof: IP65"
"PROD-1779572459241-24","Fog Lights","""Premium H8 Fog Light LED - Yellow 3000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0169.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0174.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0169.jpeg","H8 Fog Light LED - Yellow 3000K","3200","accessory","""Power: 25W | Lumens: 5000LM | Lifespan: 50,000 Hours | Color: Yellow 3000K"""
"PROD-1779572569805-47","Interior Lighting","""Premium Festoon LED Dome Light - 36mm White. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0331.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0342.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0331.jpeg","Festoon LED Dome Light - 36mm White","1100","carousel","""Power: 6W | Lumens: 800LM | Lifespan: 50,000 Hours | Color: 36mm White"""
"PROD-1779571947511-4","Fog Lights","High-quality automotive LED lighting solution. H11 Fog Light LED - Yellow designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0012.jpeg","H11 Fog Light LED - Yellow","3500","best-seller","""Bulb Type: H11 | Power: 30W | Lumens: 6000LM | Color: 3000K Yellow | Lifespan: 50,000 Hours"""
"PROD-1779571966491-14","Exterior Accessories","High-quality automotive LED lighting solution. Rock Light Kit - 4 Pods RGB designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0034.jpeg","Rock Light Kit - 4 Pods RGB","4500","carousel","Pods: 4 x 3-Inch | LEDs: RGB Multicolor | Control: Bluetooth App | Waterproof: IP68 | Lumens: 800LM per pod"
"PROD-1779572584777-51","Interior Lighting","""Premium RGB LED Strip Kit - 10M. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0364.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0365.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0364.jpeg","RGB LED Strip Kit - 10M","4000","new-arrival","LEDs: 300 SMD 5050 | Control: Remote + App | Waterproof: IP65 | Color: 10M"
"PROD-1779572394897-8","Headlights","""Premium H4 LED Headlight Bulb - Hi/Lo 8000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0054.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0055.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0054.jpeg","H4 LED Headlight Bulb - Hi/Lo 8000K","6200","deal","Power: 60W | Lumens: 12000LM | Beam: Hi/Lo Dual | Color: Hi/Lo 8000K"
"PROD-1779572643143-64","Angel Eyes & Halo Rings","""Premium RGB Angel Eye Ring - 80mm. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0459.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0460.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0461.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0459.jpeg","RGB Angel Eye Ring - 80mm","2500","accessory","LEDs: RGB SMD | Control: Remote | Modes: 16 Colors | Color: 80mm"
"PROD-1779572487678-30","Taillights","""Premium 7443 LED Tail Light - Red. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0214.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0215.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0216.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0214.jpeg","7443 LED Tail Light - Red","1500","best-seller","""Power: 15W | Lumens: 1800LM | Lifespan: 50,000 Hours | Color: Red"""
"PROD-1779572652029-66","Accessories","""Premium LED Decoder Kit - Canbus Universal. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0479.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0480.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0479.jpeg","LED Decoder Kit - Canbus Universal","800","new-arrival","Purpose: Error Code Elimination | Heat Resistant | Color: Canbus Universal"
"PROD-1779571955680-8","Taillights","High-quality automotive LED lighting solution. 921 LED Reverse Light - 6000K designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0024.jpeg","921 LED Reverse Light - 6000K","1200","new-arrival","""Bulb Type: 921 | Power: 12W | Lumens: 1500LM | Color: 6000K White | Lifespan: 50,000 Hours"""
"PROD-1779571915463-21","Exterior Accessories","High-quality automotive LED lighting solution. Puddle Light LED - Logo Projector designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0055.jpeg","Puddle Light LED - Logo Projector","1500","new-arrival","Type: Door Mirror Projector | Power: 5W | Logo: Customizable | Color: White | Quantity: 2 Pieces"
"PROD-1779571923272-25","Accessories","High-quality automotive LED lighting solution. Canbus LED Decoder - Universal designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0069.jpeg","Canbus LED Decoder - Universal","1000","accessory","Type: Canbus Error Eliminator | Compatibility: Universal | Voltage: 12V | Quantity: 2 Pieces"
"PROD-1779572507851-35","Taillights","""Premium 3157 LED Tail Light - Red. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0249.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0251.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0249.jpeg","3157 LED Tail Light - Red","1400","best-seller","""Power: 14W | Lumens: 1700LM | Lifespan: 50,000 Hours | Color: Red"""
"PROD-1779571876466-3","Headlights","High-quality automotive LED lighting solution. D3S HID Xenon Bulb - 5000K designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0009.jpeg","D3S HID Xenon Bulb - 5000K","8500","deal","""Bulb Type: D3S | Power: 35W | Lumens: 3200LM | Color: 5000K Pure White | Lifespan: 3,000 Hours"""
"PROD-1779571953555-7","Taillights","High-quality automotive LED lighting solution. 7443 LED Tail Light Bulb - Red designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0021.jpeg","7443 LED Tail Light Bulb - Red","1500","best-seller","""Bulb Type: 7443 | Power: 15W | Lumens: 1800LM | Color: Red | Lifespan: 50,000 Hours"""
"HL-PROJ-TRICOLOR-001","Headlight Projectors","A unique projector that merges high-performance lighting with customizable aesthetics. Features RGB LEDs around the shutter for 'demon eye' effect.","15% OFF","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/2.5+headlight+bi+led+projector.jpg","2.5-Inch Tricolor Switchback Bi-LED Projector","2600000","deal","""Projector Core: 2.5-Inch Bi-LED | Auxiliary Light: 12x RGB SMD LEDs around shutter | Auxiliary Modes: RGB Static, RGB Cycle, Amber Turn Signal, Demon Eye | Main Beam Color: 5500K White"""
"PROD-1779571982119-21","Exterior Accessories","High-quality automotive LED lighting solution. Puddle Light LED - Logo Projector designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0055.jpeg","Puddle Light LED - Logo Projector","1500","new-arrival","Type: Door Mirror Projector | Power: 5W | Logo: Customizable | Color: White | Quantity: 2 Pieces"
"PROD-1779572539999-41","Turn Signals","""Premium 3157 LED Turn Signal - Amber Sequential. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0294.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0296.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0294.jpeg","3157 LED Turn Signal - Amber Sequential","1700","new-arrival","""Power: 10W | Lumens: 1200LM | Lifespan: 50,000 Hours | Color: Amber Sequential"""
"PROD-1779571907878-18","Headlight Projectors","High-quality automotive LED lighting solution. Bi-LED Projector Retrofit Kit designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0052.jpeg","Bi-LED Projector Retrofit Kit","15000","carousel","Size: 3.0 Inch | Power: 60W | Lumens: 12000LM | Color: 6000K | Beam: Bi-Function Low/High"
"PROD-1779571959483-10","Interior Lighting","High-quality automotive LED lighting solution. T10 LED Parking Light - White designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0030.jpeg","T10 LED Parking Light - White","800","accessory","""Bulb Type: T10 | Power: 5W | Lumens: 600LM | Color: 6000K White | Lifespan: 50,000 Hours"""
"ACC-5D-ANGEL-001","Angel Eyes & Halo Rings","Next-generation 5D optical lens design creates stunning three-dimensional lighting effect with full RGB spectrum control via wireless remote or app.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/5d+Angel+light.jpg","5D RGB Multifunction Angel Eye Ring","1200000","accessory","""Ring Diameters: 70mm-110mm | LED Type: SMD 5050 RGB | Power: 6W per ring | Control: RF Remote + App | Modes: DRL, RGB Static, Flow, Breathe, Turn Signal, Music Sync | IP65"""
"PROD-1779571985805-23","Accessories","High-quality automotive LED lighting solution. LED Bulb Installation Tool Kit designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0067.jpeg","LED Bulb Installation Tool Kit","1200","accessory","""Includes: Bulb Removal Tool, Wire Strippers, Crimpers, Electrical Tape, Cable Ties"""
"HL-PROJ-BILED-STD-001","Headlight Projectors","The workhorse of LED retrofitting. Offers exceptional value and performance with clear focused beam and sharp cutoff.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/Bi+led+projector+headlight.jpg","Standard 3.0-Inch Bi-LED Headlight Projector","2500000","accessory","""Projector Diameter: 3.0 Inches | LED Power: 40W Low / 50W High | Luminous Flux: 3600 Lumens (Low) / 5200 Lumens (High) | Lens: UV-Resistant Polycarbonate | Solenoid Life: >150,000 Cycles"""
"PROD-1779572474867-27","Fog Lights","""Premium H16 Fog Light LED - White 6000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0183.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0197.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0199.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0183.jpeg","H16 Fog Light LED - White 6000K","4100","carousel","""Power: 35W | Lumens: 7000LM | Lifespan: 50,000 Hours | Color: White 6000K"""
"PROD-1779571886761-8","Taillights","High-quality automotive LED lighting solution. 921 LED Reverse Light - 6000K designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0024.jpeg","921 LED Reverse Light - 6000K","1200","new-arrival","""Bulb Type: 921 | Power: 12W | Lumens: 1500LM | Color: 6000K White | Lifespan: 50,000 Hours"""
"PROD-1779571897021-13","Interior Lighting","High-quality automotive LED lighting solution. LED Dome Light - Cool White designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0033.jpeg","LED Dome Light - Cool White","1000","new-arrival","""Type: Festoon 31mm | Power: 6W | Lumens: 800LM | Color: 6000K | Lifespan: 50,000 Hours"""
"PROD-1779572462791-25","Fog Lights","""Premium H8 Fog Light LED - White 6000K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0176.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0179.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0176.jpeg","H8 Fog Light LED - White 6000K","3500","best-seller","""Power: 25W | Lumens: 5000LM | Lifespan: 50,000 Hours | Color: White 6000K"""
"PROD-1779571957769-9","Turn Signals","High-quality automotive LED lighting solution. 7440A Amber Turn Signal LED designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0027.jpeg","7440A Amber Turn Signal LED","1400","best-seller","""Bulb Type: 7440A | Power: 10W | Lumens: 1200LM | Color: Amber | Lifespan: 50,000 Hours"""
"PROD-1779572615924-58","Headlight Projectors","""Premium Laser Bi-LED Projector - Dual Laser. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0414.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0415.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0414.jpeg","Laser Bi-LED Projector - Dual Laser","35000","deal","""Power: 65W | Peak Intensity: >350,000 Candela | Warranty: 5 Years | Color: Dual Laser"""
"PROD-1779572516524-37","Turn Signals","""Premium 7440 LED Turn Signal - Amber. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0254.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0258.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0260.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0254.jpeg","7440 LED Turn Signal - Amber","1400","carousel","""Power: 10W | Lumens: 1200LM | Lifespan: 50,000 Hours | Color: Amber"""
"PROD-1779571996554-28","Accessories","High-quality automotive LED lighting solution. LED Headlight Cooling Fan designed for superior performance and durability.","","","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0084.jpeg","LED Headlight Cooling Fan","1500","accessory","""Type: Turbo Cooling Fan | RPM: 12000 | Voltage: 12V | Noise: <30dB | Lifespan: 50,000 Hours"""
"PROD-1779572424779-15","Headlights","""Premium D3S HID Xenon Bulb - 4300K. High-quality automotive LED lighting solution designed for superior performance, durability, and easy installation. Perfect upgrade for your vehicle.""","","[{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0109.jpeg""},{""S"":""https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0110.jpeg""}]","https://lighthubcustoms.s3.us-east-1.amazonaws.com/products/IMG-20260418-WA0109.jpeg","D3S HID Xenon Bulb - 4300K","8000","best-seller","""Power: 35W | Lumens: 3200LM | Lifespan: 3,000 Hours | Color: 4300K"""
